"node","closeness"
"ZNF92",0.518951910270037
"ZNF138",0.496598863915326
"SNORA68",0.491499432859085
"ZNF107",0.491422347894795
"ZNF680",0.487857707436557
"ZNF430",0.481792980026772
"LOC100190986",0.480569288575425
"ZNF678",0.478911007064905
"SNORD10",0.478058847594742
"SNORD16",0.477195307903151
"LOC100506123",0.470694291712765
"ZNF273",0.468760514711502
"FLJ33630",0.467346283554413
"ZNF675",0.465531676418744
"TMEM212",0.461677988842752
"ZNF721",0.457740625049106
"ZNF431",0.457414152446677
"ZNF761",0.450914229028643
"ZNF195",0.450835814307503
"BCYRN1",0.445855505983951
"LOC286437",0.443050378694601
"ZNF254",0.440465569459132
"ANP32A-IT1",0.436765149255784
"ZNF525",0.434257153027591
"LOC150381",0.430501680725279
"LOC100506548",0.429809116013092
"MRPL34",0.426781854446026
"LOC100188947",0.426270036413143
"RNU12",0.422779378279504
"LOC100499177",0.421718509058053
"FLJ42102",0.42041478070014
"PLAC2",0.416273357856974
"ARHGEF26-AS1",0.413429324567182
"ZNF714",0.412087843711903
"LOC100861402",0.411576671052785
"TRAPPC2L",0.408762475706639
"SNHG6",0.408666550013181
"RNU11",0.408482593508684
"COMMD4",0.405635106147659
"NDUFS7",0.40502923017769
"BREA2",0.404668136159298
"ZNF117",0.402556109072604
"HCG18",0.402487092138203
"DKFZP686I15217",0.401415180223354
"LOC389641",0.401356052845104
"CHURC1-FNTB",0.399837937519372
"AGSK1",0.398465551509686
"LOC100129917",0.398354723231966
"SNORD116-24",0.397854229752172
"ADPRHL2",0.397383030542189
"SCARNA8",0.39641231699478
"UBE2Q2P2",0.395742775447028
"LOC100289019",0.395647287511252
"LOC100506394",0.395493016420437
"ZNF720",0.395202983206793
"NBPF15",0.393573432697932
"LOC284412",0.393505220908662
"LOC92249",0.393419257068173
"ZNF91",0.391825695354891
"LINC00467",0.39015338066665
"LINC00485",0.389352558584918
"LOC100129361",0.388950529379392
"ZNF253",0.388766915543435
"RPL23AP64",0.388087532633307
"XKR8",0.386790904450089
"LOC100507117",0.38503239191922
"CYCSP52",0.385029947043455
"SNORD116-15",0.384384337818488
"LOC100508120",0.384254461742632
"INGX",0.383285341474157
"PVT1",0.38289957834514
"LOC284950",0.382394369126845
"LOC100506599",0.381794597959826
"LOC285740",0.380073460082941
"SNHG1",0.378803375757646
"LOC100859930",0.378773333772729
"TSSC4",0.37730072126005
"LOC202781",0.377025398892976
"ERVK13-1",0.376601004567935
"SNORD116-16",0.37561324253095
"LOC644714",0.375143607228028
"C9orf7",0.374450572512355
"LOC100506233",0.374440446715146
"MRPL54",0.373808057968309
"MDP1",0.37376200891572
"ZNF736",0.372029446201235
"SNORA9",0.371408790616367
"SNHG8",0.370706845835548
"DHRS7B",0.369607470984939
"CCDC115",0.369045638650152
"RAB4B-EGLN2",0.368917584257957
"LOC100216546",0.368840118167375
"LOC100506746",0.368198809040208
"ZNF681",0.367826553738693
"MIAT",0.366815985743368
"NBPF1",0.366735834983963
"F8A2",0.366521457344224
"NBPF11",0.366260006279224
"LOC100506963",0.365737492058697
"LOC100132287",0.365545492590461
"PLAC4",0.365382702017231
"AP3S2",0.364823762292069
"VN1R2",0.362248536789017
"ZNF600",0.361688454602197
"ASAP1-IT1",0.361191776941166
"ZNF787",0.360902231872038
"LOC100129716",0.359745875442672
"LOC100129931",0.359082698292278
"DANCR",0.358778932271248
"LOC100132774",0.358349365853374
"ARPC4",0.357101759139054
"SYNJ2BP-COX16",0.356915767642317
"F8A3",0.355761496103646
"LOC439949",0.354933432689027
"SNORD67",0.353640055123022
"DUXA",0.353636095710349
"FLJ41484",0.353564042923736
"ALOX12P2",0.353066057550514
"ZNF440",0.352886006204314
"ZNF587B",0.35259551184431
"H1FX-AS1",0.352319100268317
"MAB21L3",0.350521015081531
"LOC338758",0.350300918431342
"LOC550643",0.349794305603752
"PAN3-AS1",0.3497913979588
"HNF1A-AS1",0.348001797475913
"PUS3",0.347834245675429
"LOC441454",0.347216770707946
"IAPP",0.346560620944224
"LOC219731",0.346471373568635
"LOC147804",0.345895884388155
"JOSD2",0.343436338137885
"SNORA7A",0.343396887734583
"ZNF573",0.34318039742584
"LOC145820",0.343089772975545
"LINC00102",0.341738096837297
"LOC100506054",0.34151097792003
"ACOT1",0.341120914434916
"NBPF9",0.340972607785158
"CHST14",0.340917818677706
"ZNF860",0.340872174714757
"TMEM205",0.340638365943239
"LOC286186",0.340468003203072
"MGC16142",0.340458239907625
"LOC285540",0.340326889304533
"ACADS",0.338622171522552
"TCTA",0.338023607339555
"LOC100287015",0.337537903486388
"ZNF33B",0.335108161295058
"SCAF4",0.335021369919927
"ZNF487P",0.334905209093421
"PLSCR3",0.334817425560951
"SNORD116-21",0.334613509289813
"RHOXF2B",0.333639864637315
"LOC100505676",0.33356374084818
"IFI35",0.332998803561455
"RGPD8",0.332832614108068
"ZNF77",0.332405566731707
"LOC401320",0.331577642539253
"LINC00263",0.331165357438144
"ZNF816",0.331146588092314
"SLC9A4",0.330523390977101
"LOC147727",0.330041428525718
"FOXO3B",0.329477506987529
"MGMT",0.329129488781112
"CYP4F35P",0.328882057278648
"LOC613037",0.328760362153261
"LOC440028",0.328545755419081
"HNRNPF",0.328540958659712
"ZNF30",0.327593806763033
"LOC729609",0.327476774052158
"LOC100505783",0.326569880983187
"LOC286367",0.326455961600629
"LOC100505854",0.325776110057402
"PLA2G15",0.325690069841385
"MRPL42P5",0.32541745131184
"MIR3648",0.324483431176161
"LINC00330",0.324211700655353
"g__Pelolinea",0.323990161213099
"s__Pelolinea submarina",0.323990161213099
"g__Acetomicrobium",0.323797295229107
"s__Acetomicrobium mobile",0.323797295229107
"s__Staphylococcus argenteus",0.323760892637238
"s__Providencia sneebia",0.323739013628862
"s__Bacillus toyonensis",0.323712165757005
"s__Erysipelothrix inopinata",0.323642366965362
"s__Staphylococcus felis",0.323544974406759
"s__Clostridium thermarum",0.323302059327361
"f__Haloarculaceae",0.323217033655394
"s__Cupriavidus campinensis",0.323003788427766
"g__Aminobacterium",0.322923244607
"s__Aminobacterium colombiense",0.322923244607
"s__Bordetella genomosp. 13",0.322828401752202
"s__Burkholderia gladioli",0.322761016102252
"s__Ancylobacter sp. TS-1",0.322633655727598
"s__Fusobacterium periodonticum",0.322602696489114
"s__Sphingobacterium lactis",0.322577789571544
"s__Thiomonas intermedia",0.322565582717357
"f__Thiobacillaceae",0.322553957310163
"g__Sulfuritortus",0.322553957310163
"s__Sulfuritortus calidifontis",0.322553957310163
"s__Rhodobacter sp. CZR27",0.322494546541138
"f__Roseobacteraceae",0.32248486060451
"s__Geobacillus subterraneus",0.322476348047072
"s__Pseudomonas sp. NC02",0.322468902201427
"s__Pseudomonas balearica",0.322461597747608
"s__Pseudomonas nitroreducens",0.322434447445548
"s__Pseudomonas sp. RW8P3",0.322399291566037
"s__Bordetella genomosp. 9",0.322360756731377
"g__Ectothiorhodospira",0.322327227152883
"g__Ancylobacter",0.32231242076447
"s__Burkholderia lata",0.322300750897918
"s__Hydrogenophaga pseudoflava",0.322300112518172
"g__Azotobacter",0.322296973229916
"s__Azotobacter salinestris",0.322296973229916
"s__Streptomyces sp. CRXT-Y-14",0.322262909672798
"s__Streptococcus mutans",0.322229518013681
"o__Acidiferrobacterales",0.322227031828217
"f__Acidiferrobacteraceae",0.322227031828217
"g__Sulfurifustis",0.322227031828217
"s__Sulfurifustis variabilis",0.322227031828217
"s__Burkholderia thailandensis",0.322215165177912
"g__Nitrosococcus",0.322168580716602
"s__Akkermansia glycaniphila",0.322168200173081
"s__Desulfovibrio ferrophilus",0.322164028739637
"s__Burkholderia oklahomensis",0.322147569028247
"f__Chromatiaceae",0.322130916343247
"s__Bordetella sp. N",0.32210894336648
"g__Serinicoccus",0.322096450865035
"g__Qingshengfaniella",0.322093472654126
"s__Qingshengfaniella alkalisoli",0.322093472654126
"s__Leptotrichia sp. oral taxon 847",0.322089712065197
"s__Burkholderia seminalis",0.32206591463819
"ZMYM6NB",0.322053886244238
"s__Alcaligenes sp. HO-1",0.322030535701251
"s__Burkholderia ambifaria",0.322004646279213
"s__Jeongeupia sp. USM3",0.321997910893338
"s__Burkholderia anthina",0.321995561760211
"s__Comamonas sp. NLF-1-9",0.32199386999534
"s__Nitrosococcus watsonii",0.321988870189437
"s__Burkholderia stagnalis",0.321978175530282
"s__Streptomyces sp. SN-593",0.321959774825489
"s__Tsukamurella paurometabola",0.321958772789874
"s__Corynebacterium doosanense",0.321958742881057
"s__Pantoea sp. MSR2",0.321953125566383
"s__Nocardioides sp. HY056",0.321947262145689
"s__Actinoplanes sp. N902-109",0.321926784868877
"s__Bordetella avium",0.32192497128571
"s__Burkholderia ubonensis",0.321905912219603
"g__Shinella",0.321901912380993
"s__Agromyces flavus",0.321895312118279
"s__Bordetella genomosp. 8",0.321893778622446
"s__Pandoraea apista",0.32189320269611
"g__unclassified-s__Geobacillus virus E2",0.321889679039636
"s__Geobacillus virus E2",0.321889679039636
"s__Escherichia sp. E4742",0.321885704147574
"s__Allochromatium vinosum",0.32186040418786
"s__Streptomyces sp. CB01881",0.321858617873472
"s__Methylobacterium sp. DM1",0.321856422754353
"s__Agrobacterium larrymoorei",0.321856420528062
"s__Microbacterium paraoxydans",0.321854994916476
"s__Clostridium saccharobutylicum",0.321848716691406
"s__Pseudomonas azotoformans",0.321845485338657
"g__Arcticibacterium",0.321845289430355
"s__Arcticibacterium luteifluviistationis",0.321845289430355
"f__Pseudoalteromonadaceae",0.321839985026138
"g__Psychrosphaera",0.321839985026138
"s__Shinella sp. HZN7",0.321835228120301
"s__Pseudomonas oryzae",0.321830569057317
"s__Pseudomonas guangdongensis",0.321827730831815
"s__Burkholderia plantarii",0.321822866751718
"s__Microbacterium sp. A18JL200",0.321821582689851
"ITPK1-AS1",0.32181096300552
"s__Sphingomonas xanthus",0.321809329415027
"g__Allochromatium",0.321808955225435
"g__Roseobacter",0.321794601434688
"g__Stappia",0.321789834784849
"s__Stappia indica",0.321789834784849
"s__Mycobacterium mantenii",0.321789677373667
"s__Myxococcus stipitatus",0.321789525547923
"f__Kribbellaceae",0.321789275202608
"g__Kribbella",0.321789275202608
"s__Kribbella flavida",0.321789275202608
"g__Melittangium",0.32178713181357
"s__Melittangium boletus",0.32178713181357
"s__Pseudomonas sabulinigri",0.321774033835956
"s__Psychrosphaera aestuarii",0.321773036967429
"s__Amycolatopsis albispora",0.321759692406457
"g__Gluconobacter",0.321756625301531
"o__Jiangellales",0.321754255859429
"f__Jiangellaceae",0.321754255859429
"g__Jiangella",0.321754255859429
"s__Jiangella sp. DSM 45060",0.321754255859429
"s__Tomitella sp. HY172",0.321753205076475
"s__Burkholderia vietnamiensis",0.321744878529332
"g__Halomonas",0.321741882180668
"s__Burkholderia sp. BDU8",0.321727848620569
"g__Thiocystis",0.321722761998021
"s__Thiocystis violascens",0.321722761998021
"s__Burkholderia pyrrocinia",0.32172264014513
"s__Mycolicibacterium psychrotolerans",0.321722349275199
"g__Thermomonas",0.321720798611596
"s__Thermomonas sp. SY21",0.321720798611596
"s__Streptococcus ruminantium",0.321697522951515
"s__Dysgonomonas sp. HDW5B",0.321696375897
"s__Pseudomonas granadensis",0.321694365510689
"s__Micromonospora echinofusca",0.321692339632562
"s__Bordetella sp. H567",0.321691254516071
"s__Pseudomonas sp. ZA 5.3",0.321690927814656
"s__Amycolatopsis sp. YIM 96748",0.32169043351129
"s__Streptomyces ambofaciens",0.321689952327519
"s__Streptomyces sp. WY228",0.321689929434865
"s__Corynebacterium halotolerans",0.321688934645555
"s__Methylococcus sp. EFPC2",0.321688669592335
"g__Castellaniella",0.321687292420222
"s__Castellaniella defragrans",0.321687292420222
"s__Gordonia amarae",0.321685775021601
"c__unclassified-o__Nitrosopumilales",0.321684876159335
"o__Nitrosopumilales",0.321684876159335
"f__Nitrosopumilaceae",0.321684876159335
"g__Nitrosopumilus",0.321684876159335
"s__Dietzia lutea",0.321684867043885
"s__Arsenophonus nasoniae",0.321674278074671
"s__Pseudomonas synxantha",0.321659495278713
"g__Leucobacter",0.321658060555309
"s__Corynebacterium testudinoris",0.321657498551049
"s__Burkholderia sp. NRF60-BP8",0.321656082910037
"s__Kocuria sp. TGY1127_2",0.321654586497922
"s__Streptomyces dengpaensis",0.321654187183025
"s__Streptomyces sp. JB150",0.321653510127339
"s__Bordetella pseudohinzii",0.321653468418924
"s__Streptomyces cyaneochromogenes",0.321653429866693
"f__Methanomicrobiaceae",0.321653205794852
"s__Microbacterium endophyticum",0.321650738654245
"s__Mycobacterium holsaticum",0.321650402352843
"f__Shewanellaceae",0.321649938504569
"s__Enterococcus casseliflavus",0.321640002981024
"g__Chromobacterium",0.321636074189335
"f__Waddliaceae",0.321632448049737
"g__Waddlia",0.321632448049737
"s__Waddlia chondrophila",0.321632448049737
"s__Pseudomonas sp. CMR5c",0.321630398141917
"g__Methylococcus",0.321627319982
"g__Chitinolyticbacter",0.321625676597038
"s__Chitinolyticbacter meiyuanensis",0.321625676597038
"s__Streptomyces nodosus",0.321624565203413
"s__Methylobacterium sp. 17Sr1-1",0.321624440547103
"g__Dysgonomonas",0.321624336128291
"s__Erythrobacter sp. KY5",0.321623864909257
"g__Methanoculleus",0.321623255445732
"g__Colwellia",0.321622669476668
"g__Edwardsiella",0.32162241754931
"s__Mycobacteroides saopaulense",0.321621856754427
"s__Burkholderia sp. JP2-270",0.321620541106588
